ANO;MÊS;UNIDADE DA FEDERAÇÃO;REFINARIA;PRODUTO;PRODUÇÃO
1990;JAN;CEARÁ;LUBNOR;PARAFINA;0
1990;MAI;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;23832
1990;JUN;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;0
1990;JUL;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;0
1990;AGO;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;3995
1990;SET;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;3404
1990;OUT;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;2076
1990;NOV;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;19594
1990;DEZ;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;0
1990;JAN;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;FEV;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;MAR;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;ABR;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;MAI;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;JUN;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;JUL;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;AGO;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;SET;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;OUT;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;NOV;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;DEZ;SÃO PAULO;REVAP;GASOLINA DE AVIAÇÃO;0
1990;JAN;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;FEV;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;MAR;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;ABR;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;0
1990;ABR;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;MAR;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;3499
1990;JAN;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;4162
1990;FEV;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;MAR;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;ABR;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;MAI;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;JUN;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;JUL;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;AGO;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;SET;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;OUT;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;NOV;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;DEZ;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;JAN;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;FEV;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;MAR;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;ABR;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;MAI;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;JUN;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;JUL;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;AGO;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;SET;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;OUT;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;NOV;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;DEZ;RIO DE JANEIRO;REDUC;GASOLINA DE AVIAÇÃO;0
1990;FEV;SÃO PAULO;RPBC;GASOLINA DE AVIAÇÃO;14983
1990;JAN;RIO DE JANEIRO;MANGUINHOS;GASOLINA DE AVIAÇÃO;0
1990;MAI;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;JUL;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;NOV;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;DEZ;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;JAN;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;FEV;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;MAR;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;ABR;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;MAI;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;JUN;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;JUL;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;AGO;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;SET;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;OUT;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;NOV;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;DEZ;RIO GRANDE DO NORTE;RPCC;GASOLINA DE AVIAÇÃO;0
1990;JAN;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;FEV;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;MAR;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;ABR;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;MAI;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;JUN;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;JUL;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;AGO;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;SET;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;OUT;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;JUN;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;SET;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;JUL;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;AGO;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;SET;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;OUT;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;NOV;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;DEZ;SÃO PAULO;RECAP;GASOLINA DE AVIAÇÃO;0
1990;JAN;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;FEV;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;MAR;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;ABR;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;MAI;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;JUN;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;JUL;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;AGO;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;SET;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;OUT;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;NOV;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;DEZ;SÃO PAULO;REPLAN;GASOLINA DE AVIAÇÃO;0
1990;JAN;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;FEV;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;MAR;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;ABR;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;MAI;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;JUN;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;AGO;PARANÁ;REPAR;GASOLINA DE AVIAÇÃO;0
1990;DEZ;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;NOV;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;MAI;MINAS GERAIS;REGAP;ÓLEO COMBUSTÍVEL;78058,16327
1990;JUN;MINAS GERAIS;REGAP;ÓLEO COMBUSTÍVEL;87195,91837
1990;JUL;MINAS GERAIS;REGAP;ÓLEO COMBUSTÍVEL;78308,16327
1990;AGO;MINAS GERAIS;REGAP;ÓLEO COMBUSTÍVEL;103312,2449
1990;SET;MINAS GERAIS;REGAP;ÓLEO COMBUSTÍVEL;117279,5918
1990;OUT;MINAS GERAIS;REGAP;ÓLEO COMBUSTÍVEL;127365,3061
1990;JUL;RIO GRANDE DO SUL;RIOGRANDENSE;NAFTA;0
1990;AGO;RIO GRANDE DO SUL;RIOGRANDENSE;NAFTA;0
1990;SET;RIO GRANDE DO SUL;RIOGRANDENSE;NAFTA;0
1990;OUT;RIO GRANDE DO SUL;RIOGRANDENSE;NAFTA;0
1990;NOV;RIO GRANDE DO SUL;RIOGRANDENSE;NAFTA;0
1990;DEZ;RIO GRANDE DO SUL;RIOGRANDENSE;NAFTA;0
1990;JAN;RIO GRANDE DO SUL;REFAP;NAFTA;44188,48966
1990;FEV;RIO GRANDE DO SUL;REFAP;NAFTA;58169,17642
1990;MAR;RIO GRANDE DO SUL;REFAP;NAFTA;48637,28177
1990;ABR;RIO GRANDE DO SUL;REFAP;NAFTA;58503,74319
1990;MAI;RIO GRANDE DO SUL;REFAP;NAFTA;59853,68093
1990;JUN;RIO GRANDE DO SUL;REFAP;NAFTA;53202,40772
1990;JUL;RIO GRANDE DO SUL;REFAP;NAFTA;53933,67783
1990;AGO;RIO GRANDE DO SUL;REFAP;NAFTA;51358,53303
1990;SET;RIO GRANDE DO SUL;REFAP;NAFTA;55600,3962
1990;JAN;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;FEV;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;MAR;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;ABR;MINAS GERAIS;REGAP;ÓLEO COMBUSTÍVEL;47594,89796
1990;ABR;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;MAR;MINAS GERAIS;REGAP;ÓLEO COMBUSTÍVEL;113496,9388
1990;JAN;MINAS GERAIS;REGAP;ÓLEO COMBUSTÍVEL;83791,83673
1990;FEV;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;MAR;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;ABR;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;MAI;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;JUN;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;JUL;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;AGO;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;SET;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;OUT;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;NOV;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;DEZ;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;JAN;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;117930,6122
1990;FEV;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;112089,7959
1990;MAR;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;116444,898
1990;ABR;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;97095,91837
1990;MAI;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;107804,0816
1990;JUN;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;120876,5306
1990;JUL;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;116375,5102
1990;AGO;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;113209,1837
1990;SET;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;119071,4286
1990;OUT;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;122350
1990;NOV;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;112093,8776
1990;DEZ;BAHIA;RLAM;ÓLEO COMBUSTÍVEL;120891,8367
1990;FEV;MINAS GERAIS;REGAP;ÓLEO COMBUSTÍVEL;119878,5714
1990;MAI;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;JUN;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;JUL;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;DEZ;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;JAN;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;FEV;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;MAR;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;ABR;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;MAI;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;JUN;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;JUL;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;AGO;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;SET;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;OUT;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;NOV;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;DEZ;BAHIA;RLAM;GASOLINA DE AVIAÇÃO;0
1990;JAN;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;FEV;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;MAR;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;ABR;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;MAI;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;JUN;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;JUL;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;AGO;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;SET;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;OUT;MINAS GERAIS;REGAP;GASOLINA DE AVIAÇÃO;0
1990;NOV;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;OUT;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;SET;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;AGO;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;AGO;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;SET;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;OUT;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;NOV;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;DEZ;AMAZONAS;REMAN;GASOLINA DE AVIAÇÃO;0
1990;JAN;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;FEV;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;MAR;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;ABR;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;MAI;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;JUN;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;OUT;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;JUL;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;SET;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;OUT;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;NOV;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;DEZ;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;JAN;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;FEV;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;MAR;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;ABR;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;MAI;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;JUN;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;JUL;PERNAMBUCO;RNEST;GASOLINA DE AVIAÇÃO;0
1990;AGO;CEARÁ;LUBNOR;GASOLINA DE AVIAÇÃO;0
1990;JAN;PERNAMBUCO;RNEST;ÓLEO COMBUSTÍVEL;0
1990;NOV;RIO GRANDE DO SUL;RIOGRANDENSE;GASOLINA DE AVIAÇÃO;0
1990;JUN;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;12752
1990;MAI;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;3828
1990;ABR;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;7562
1990;MAR;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;5559
1990;FEV;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;20272
1990;JAN;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;26157
1990;DEZ;SÃO PAULO;RECAP;OUTROS NÃO ENERGÉTICOS;145
1990;OUT;SÃO PAULO;RECAP;OUTROS NÃO ENERGÉTICOS;29
1990;SET;SÃO PAULO;RECAP;OUTROS NÃO ENERGÉTICOS;54
1990;FEV;SÃO PAULO;RECAP;OUTROS NÃO ENERGÉTICOS;80
1990;JAN;SÃO PAULO;RECAP;OUTROS NÃO ENERGÉTICOS;126
1990;DEZ;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;561
1990;NOV;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;716
1990;OUT;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;731
1990;SET;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;1288
1990;AGO;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;827
1990;JUL;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;1163
1990;JUN;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;861
1990;MAI;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;155
1990;ABR;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;307
1990;MAR;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;843
1990;FEV;SÃO PAULO;RPBC;OUTROS NÃO ENERGÉTICOS;1203
1990;JUL;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;21153
1990;AGO;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;21606
1990;OUT;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;4230
1990;MAI;RIO GRANDE DO NORTE;RPCC;ASFALTO;0
1990;ABR;RIO GRANDE DO NORTE;RPCC;ASFALTO;0
1990;MAR;RIO GRANDE DO NORTE;RPCC;ASFALTO;0
1990;FEV;RIO GRANDE DO NORTE;RPCC;ASFALTO;0
1990;JAN;RIO GRANDE DO NORTE;RPCC;ASFALTO;0
1990;DEZ;PARANÁ;REPAR;ASFALTO;8745,192308
1990;NOV;PARANÁ;REPAR;ASFALTO;10384,61538
1990;OUT;PARANÁ;REPAR;ASFALTO;13562,5
1990;SET;PARANÁ;REPAR;ASFALTO;15258,65385
1990;AGO;PARANÁ;REPAR;ASFALTO;18328,84615
1990;JUL;PARANÁ;REPAR;ASFALTO;12686,53846
1990;JUN;PARANÁ;REPAR;ASFALTO;13284,61538
1990;MAI;PARANÁ;REPAR;ASFALTO;9770,192308
1990;ABR;PARANÁ;REPAR;ASFALTO;3602,884615
1990;DEZ;RIO GRANDE DO SUL;REFAP;OUTROS NÃO ENERGÉTICOS;100
1990;DEZ;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;22763
1990;NOV;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;7937
1990;SET;SÃO PAULO;REPLAN;OUTROS NÃO ENERGÉTICOS;15777
1990;JUN;RIO GRANDE DO NORTE;RPCC;ASFALTO;0
1990;FEV;RIO DE JANEIRO;REDUC;OUTROS NÃO ENERGÉTICOS;21
1990;JAN;CEARÁ;LUBNOR;COQUE;0
1990;FEV;CEARÁ;LUBNOR;COQUE;0
1990;MAR;CEARÁ;LUBNOR;COQUE;0
1990;ABR;CEARÁ;LUBNOR;COQUE;0
1990;MAI;CEARÁ;LUBNOR;COQUE;0
1990;JUN;CEARÁ;LUBNOR;COQUE;0
1990;JUL;CEARÁ;LUBNOR;COQUE;0
1990;AGO;CEARÁ;LUBNOR;COQUE;0
1990;SET;CEARÁ;LUBNOR;COQUE;0
1990;OUT;CEARÁ;LUBNOR;COQUE;0
1990;NOV;CEARÁ;LUBNOR;COQUE;0
1990;DEZ;CEARÁ;LUBNOR;COQUE;0
1990;JAN;PERNAMBUCO;RNEST;COQUE;0
1990;FEV;PERNAMBUCO;RNEST;COQUE;0
1990;MAR;PERNAMBUCO;RNEST;COQUE;0
1990;ABR;PERNAMBUCO;RNEST;COQUE;0
1990;MAI;PERNAMBUCO;RNEST;COQUE;0
1990;JUN;PERNAMBUCO;RNEST;COQUE;0
1990;JUL;PERNAMBUCO;RNEST;COQUE;0
1990;AGO;PERNAMBUCO;RNEST;COQUE;0
1990;SET;PERNAMBUCO;RNEST;COQUE;0
1990;OUT;PERNAMBUCO;RNEST;COQUE;0
1990;NOV;PERNAMBUCO;RNEST;COQUE;0
1990;DEZ;AMAZONAS;REMAN;COQUE;0
1990;NOV;AMAZONAS;REMAN;COQUE;0
1990;SET;AMAZONAS;REMAN;COQUE;0
1990;DEZ;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;17023
1990;NOV;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;11489
1990;OUT;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;15405
1990;SET;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;17132
1990;AGO;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;18301
1990;JUL;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;19868
1990;JUN;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;12752
1990;MAI;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;17397
1990;ABR;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;17896
1990;MAR;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;18863
1990;FEV;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;17970
1990;JAN;BAHIA;RLAM;OUTROS NÃO ENERGÉTICOS;15346
1990;JAN;AMAZONAS;REMAN;ÓLEO DIESEL;10943
1990;JAN;AMAZONAS;REMAN;COQUE;0
1990;FEV;AMAZONAS;REMAN;COQUE;0
1990;MAR;AMAZONAS;REMAN;COQUE;0
1990;ABR;AMAZONAS;REMAN;COQUE;0
1990;MAI;AMAZONAS;REMAN;COQUE;0
1990;JUN;AMAZONAS;REMAN;COQUE;0
1990;JUL;AMAZONAS;REMAN;COQUE;0
1990;AGO;AMAZONAS;REMAN;COQUE;0
1990;OUT;AMAZONAS;REMAN;COQUE;0
1990;JUL;RIO GRANDE DO NORTE;RPCC;ASFALTO;0
1990;AGO;RIO GRANDE DO NORTE;RPCC;ASFALTO;0
1990;SET;RIO GRANDE DO NORTE;RPCC;ASFALTO;0
1990;ABR;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;MAI;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;JUN;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;JUL;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;AGO;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;SET;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;OUT;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;NOV;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;DEZ;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;OUT;RIO GRANDE DO SUL;REFAP;NAFTA;58849,43214
1990;NOV;RIO GRANDE DO SUL;REFAP;NAFTA;52874,80415
1990;DEZ;RIO GRANDE DO SUL;REFAP;NAFTA;56371,7201
1990;JAN;SÃO PAULO;UNIVEN;NAFTA;0
1990;FEV;SÃO PAULO;UNIVEN;NAFTA;0
1990;MAR;SÃO PAULO;UNIVEN;NAFTA;0
1990;ABR;SÃO PAULO;UNIVEN;NAFTA;0
1990;MAI;SÃO PAULO;UNIVEN;NAFTA;0
1990;JUN;SÃO PAULO;UNIVEN;NAFTA;0
1990;JUL;SÃO PAULO;UNIVEN;NAFTA;0
1990;AGO;SÃO PAULO;UNIVEN;NAFTA;0
1990;SET;SÃO PAULO;UNIVEN;NAFTA;0
1990;OUT;SÃO PAULO;UNIVEN;NAFTA;0
1990;NOV;SÃO PAULO;UNIVEN;NAFTA;0
1990;MAR;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;DEZ;SÃO PAULO;UNIVEN;NAFTA;0
1990;FEV;BAHIA;DAX OIL;GASOLINA DE AVIAÇÃO;0
1990;JAN;RIO GRANDE DO SUL;REFAP;GASOLINA DE AVIAÇÃO;0
1990;FEV;RIO GRANDE DO SUL;REFAP;GASOLINA DE AVIAÇÃO;0
1990;MAR;RIO GRANDE DO SUL;REFAP;GASOLINA DE AVIAÇÃO;0
1990;ABR;RIO GRANDE DO SUL;REFAP;GASOLINA DE AVIAÇÃO;0
1990;MAI;RIO GRANDE DO SUL;REFAP;GASOLINA DE AVIAÇÃO;0
1990;JUN;RIO GRANDE DO SUL;REFAP;GASOLINA DE AVIAÇÃO;0
1990;JUL;RIO GRANDE DO SUL;REFAP;GASOLINA DE AVIAÇÃO;0
1990;AGO;RIO GRANDE DO SUL;REFAP;GASOLINA DE AVIAÇÃO;0
