refinery_code,month,product,production_m3,total_processed_m3,yield_ratio,provenance
REVAP,2025-08,NAFTA,124032.899,1159146.0,0.107004,observed_positive_yield
REVAP,2025-08,OUTROS NÃO ENERGÉTICOS,14025.728,1159146.0,0.0121,observed_positive_yield
REVAP,2025-08,QUEROSENE DE AVIAÇÃO,178738.102,1159146.0,0.154198,observed_positive_yield
REVAP,2025-08,QUEROSENE ILUMINANTE,14.961,1159146.0,1.3e-05,observed_positive_yield
REVAP,2025-08,SOLVENTE,902.813,1159146.0,0.000779,observed_positive_yield
REVAP,2025-08,ÓLEO COMBUSTÍVEL,151643.883,1159146.0,0.130824,observed_positive_yield
REVAP,2025-08,ÓLEO DIESEL,312764.573,1159146.0,0.269823,observed_positive_yield
REVAP,2025-09,ASFALTO,27374.705,1053114.0,0.025994,observed_positive_yield
REVAP,2025-09,COQUE,26940.565,1053114.0,0.025582,observed_positive_yield
REVAP,2025-09,GASOLINA A,192391.712,1053114.0,0.182688,observed_positive_yield
REVAP,2025-09,GLP,60871.92,1053114.0,0.057802,observed_positive_yield
REVAP,2025-09,NAFTA,105567.668,1053114.0,0.100243,observed_positive_yield
REVAP,2025-09,OUTROS NÃO ENERGÉTICOS,7315.145,1053114.0,0.006946,observed_positive_yield
REVAP,2025-09,QUEROSENE DE AVIAÇÃO,151118.371,1053114.0,0.143497,observed_positive_yield
REVAP,2025-09,QUEROSENE ILUMINANTE,44.97,1053114.0,4.3e-05,observed_positive_yield
REVAP,2025-09,SOLVENTE,792.73,1053114.0,0.000753,observed_positive_yield
REVAP,2025-09,ÓLEO COMBUSTÍVEL,259378.884,1053114.0,0.246297,observed_positive_yield
REVAP,2025-09,ÓLEO DIESEL,226634.759,1053114.0,0.215204,observed_positive_yield
REVAP,2025-10,ASFALTO,11154.763,424404.0,0.026283,observed_positive_yield
REVAP,2025-10,GASOLINA A,163458.391,424404.0,0.385148,observed_positive_yield
REVAP,2025-10,GLP,41446.351,424404.0,0.097658,observed_positive_yield
REVAP,2025-10,NAFTA,35291.502,424404.0,0.083155,observed_positive_yield
REVAP,2025-10,OUTROS NÃO ENERGÉTICOS,6261.781,424404.0,0.014754,observed_positive_yield
REVAP,2025-10,QUEROSENE DE AVIAÇÃO,71620.318,424404.0,0.168755,observed_positive_yield
REVAP,2025-10,QUEROSENE ILUMINANTE,59.844,424404.0,0.000141,observed_positive_yield
REVAP,2025-10,SOLVENTE,823.461,424404.0,0.00194,observed_positive_yield
REVAP,2025-10,ÓLEO COMBUSTÍVEL,164413.94,424404.0,0.3874,observed_positive_yield
REVAP,2025-10,ÓLEO DIESEL,60202.892,424404.0,0.141853,observed_positive_yield
REVAP,2025-11,GASOLINA A,131430.31,796.0,165.113455,observed_ratio_exceeds_unit_interval_data_quality_flag
REVAP,2025-11,GLP,50442.859,796.0,63.370426,observed_ratio_exceeds_unit_interval_data_quality_flag
REVAP,2025-11,NAFTA,28628.158,796.0,35.965023,observed_ratio_exceeds_unit_interval_data_quality_flag
REVAP,2025-11,QUEROSENE ILUMINANTE,49.758,796.0,0.06251,observed_positive_yield
REVAP,2025-11,SOLVENTE,775.177,796.0,0.97384,observed_positive_yield
REVAP,2025-11,ÓLEO COMBUSTÍVEL,31773.877,796.0,39.916931,observed_ratio_exceeds_unit_interval_data_quality_flag
REVAP,2025-11,ÓLEO DIESEL,400.0,796.0,0.502513,observed_positive_yield
REVAP,2025-12,ASFALTO,11567.284,1082733.0,0.010683,observed_positive_yield
REVAP,2025-12,COQUE,36019.096,1082733.0,0.033267,observed_positive_yield
REVAP,2025-12,GASOLINA A,293543.097,1082733.0,0.271113,observed_positive_yield
REVAP,2025-12,GLP,74232.449,1082733.0,0.06856,observed_positive_yield
REVAP,2025-12,NAFTA,54279.701,1082733.0,0.050132,observed_positive_yield
REVAP,2025-12,OUTROS NÃO ENERGÉTICOS,10382.571,1082733.0,0.009589,observed_positive_yield
REVAP,2025-12,QUEROSENE DE AVIAÇÃO,139831.723,1082733.0,0.129147,observed_positive_yield
REVAP,2025-12,QUEROSENE ILUMINANTE,29.64,1082733.0,2.7e-05,observed_positive_yield
REVAP,2025-12,SOLVENTE,920.025,1082733.0,0.00085,observed_positive_yield
REVAP,2025-12,ÓLEO COMBUSTÍVEL,234929.161,1082733.0,0.216978,observed_positive_yield
REVAP,2025-12,ÓLEO DIESEL,242902.187,1082733.0,0.224342,observed_positive_yield
RNEST,2025-01,COQUE,34524.621,121914.0,0.283188,observed_positive_yield
RNEST,2025-01,GASOLINA A,6486.345,121914.0,0.053204,observed_positive_yield
RNEST,2025-01,GLP,1771.415,121914.0,0.01453,observed_positive_yield
RNEST,2025-01,NAFTA,11360.38,121914.0,0.093184,observed_positive_yield
RNEST,2025-01,ÓLEO COMBUSTÍVEL,33634.378,121914.0,0.275886,observed_positive_yield
RNEST,2025-01,ÓLEO DIESEL,32124.062,121914.0,0.263498,observed_positive_yield
RNEST,2025-02,COQUE,2259.887,0.0,,unavailable_no_positive_throughput
RNEST,2025-02,GASOLINA A,107.612,0.0,,unavailable_no_positive_throughput
RNEST,2025-02,ÓLEO COMBUSTÍVEL,15887.238,0.0,,unavailable_no_positive_throughput
RNEST,2025-03,COQUE,9604.52,229723.0,0.041809,observed_positive_yield
RNEST,2025-03,GASOLINA A,541.382,229723.0,0.002357,observed_positive_yield
RNEST,2025-03,NAFTA,18575.007,229723.0,0.080858,observed_positive_yield
RNEST,2025-03,ÓLEO COMBUSTÍVEL,74396.234,229723.0,0.323852,observed_positive_yield
RNEST,2025-03,ÓLEO DIESEL,30563.296,229723.0,0.133044,observed_positive_yield
RNEST,2025-04,COQUE,33787.333,407133.0,0.082988,observed_positive_yield
RNEST,2025-04,GASOLINA A,7764.653,407133.0,0.019072,observed_positive_yield
RNEST,2025-04,GLP,10461.165,407133.0,0.025695,observed_positive_yield
RNEST,2025-04,NAFTA,49340.094,407133.0,0.121189,observed_positive_yield
RNEST,2025-04,ÓLEO COMBUSTÍVEL,70091.6,407133.0,0.172159,observed_positive_yield
RNEST,2025-04,ÓLEO DIESEL,244218.575,407133.0,0.59985,observed_positive_yield
RNEST,2025-05,COQUE,54860.504,486919.0,0.112669,observed_positive_yield
RNEST,2025-05,GASOLINA A,545.995,486919.0,0.001121,observed_positive_yield
RNEST,2025-05,GLP,11467.832,486919.0,0.023552,observed_positive_yield
RNEST,2025-05,NAFTA,56658.843,486919.0,0.116362,observed_positive_yield
RNEST,2025-05,ÓLEO COMBUSTÍVEL,65991.963,486919.0,0.13553,observed_positive_yield
RNEST,2025-05,ÓLEO DIESEL,284087.943,486919.0,0.58344,observed_positive_yield
RNEST,2025-06,COQUE,52815.458,455397.0,0.115977,observed_positive_yield
RNEST,2025-06,GASOLINA A,5568.676,455397.0,0.012228,observed_positive_yield
RNEST,2025-06,GLP,11184.194,455397.0,0.024559,observed_positive_yield
RNEST,2025-06,NAFTA,55864.599,455397.0,0.122672,observed_positive_yield
RNEST,2025-06,ÓLEO COMBUSTÍVEL,54468.943,455397.0,0.119608,observed_positive_yield
RNEST,2025-06,ÓLEO DIESEL,337109.438,455397.0,0.740254,observed_positive_yield
RNEST,2025-07,COQUE,60904.045,503669.0,0.120921,observed_positive_yield
RNEST,2025-07,GASOLINA A,1397.881,503669.0,0.002775,observed_positive_yield
RNEST,2025-07,GLP,12422.598,503669.0,0.024664,observed_positive_yield
RNEST,2025-07,NAFTA,73309.387,503669.0,0.145551,observed_positive_yield
RNEST,2025-07,ÓLEO COMBUSTÍVEL,51377.796,503669.0,0.102007,observed_positive_yield
RNEST,2025-07,ÓLEO DIESEL,362623.212,503669.0,0.719963,observed_positive_yield
RNEST,2025-08,COQUE,54730.655,490686.0,0.111539,observed_positive_yield
RNEST,2025-08,GLP,10542.076,490686.0,0.021484,observed_positive_yield
RNEST,2025-08,NAFTA,73405.58,490686.0,0.149598,observed_positive_yield
RNEST,2025-08,ÓLEO COMBUSTÍVEL,54957.57,490686.0,0.112002,observed_positive_yield
RNEST,2025-08,ÓLEO DIESEL,300060.099,490686.0,0.611511,observed_positive_yield
RNEST,2025-09,COQUE,44965.257,453605.0,0.099129,observed_positive_yield
RNEST,2025-09,GLP,10424.109,453605.0,0.022981,observed_positive_yield
RNEST,2025-09,NAFTA,58927.76,453605.0,0.12991,observed_positive_yield
RNEST,2025-09,ÓLEO COMBUSTÍVEL,61066.151,453605.0,0.134624,observed_positive_yield
RNEST,2025-09,ÓLEO DIESEL,328306.203,453605.0,0.723771,observed_positive_yield
RNEST,2025-10,COQUE,55142.689,474966.0,0.116098,observed_positive_yield
RNEST,2025-10,GLP,9335.196,474966.0,0.019654,observed_positive_yield
RNEST,2025-10,NAFTA,58514.222,474966.0,0.123197,observed_positive_yield
RNEST,2025-10,ÓLEO COMBUSTÍVEL,52630.363,474966.0,0.110809,observed_positive_yield
RNEST,2025-10,ÓLEO DIESEL,301139.47,474966.0,0.634023,observed_positive_yield
RNEST,2025-11,COQUE,46757.905,454644.0,0.102845,observed_positive_yield
RNEST,2025-11,GLP,10520.063,454644.0,0.023139,observed_positive_yield
RNEST,2025-11,NAFTA,61849.877,454644.0,0.13604,observed_positive_yield
RNEST,2025-11,ÓLEO COMBUSTÍVEL,64889.682,454644.0,0.142726,observed_positive_yield
RNEST,2025-11,ÓLEO DIESEL,279422.532,454644.0,0.614596,observed_positive_yield
RNEST,2025-12,COQUE,52132.768,464472.0,0.112241,observed_positive_yield
RNEST,2025-12,GLP,10687.415,464472.0,0.02301,observed_positive_yield
RNEST,2025-12,NAFTA,54279.701,464472.0,0.116863,observed_positive_yield
RNEST,2025-12,ÓLEO COMBUSTÍVEL,75631.429,464472.0,0.162833,observed_positive_yield
RNEST,2025-12,ÓLEO DIESEL,297071.701,464472.0,0.63959,observed_positive_yield
RPBC,2025-01,COQUE,50676.836,863883.0,0.058662,observed_positive_yield
RPBC,2025-01,GASOLINA A,253311.168,863883.0,0.293224,observed_positive_yield
RPBC,2025-01,GASOLINA DE AVIAÇÃO,6765.268,863883.0,0.007831,observed_positive_yield
RPBC,2025-01,GLP,49497.634,863883.0,0.057297,observed_positive_yield
RPBC,2025-01,OUTROS NÃO ENERGÉTICOS,6714.679,863883.0,0.007773,observed_positive_yield
RPBC,2025-01,SOLVENTE,14479.821,863883.0,0.016761,observed_positive_yield
RPBC,2025-01,ÓLEO COMBUSTÍVEL,103791.895,863883.0,0.120146,observed_positive_yield
RPBC,2025-01,ÓLEO DIESEL,403432.897,863883.0,0.466999,observed_positive_yield
RPBC,2025-02,COQUE,49340.113,737593.0,0.066893,observed_positive_yield
RPBC,2025-02,GASOLINA A,197500.872,737593.0,0.267764,observed_positive_yield
RPBC,2025-02,GLP,40218.464,737593.0,0.054527,observed_positive_yield
RPBC,2025-02,SOLVENTE,11466.389,737593.0,0.015546,observed_positive_yield
RPBC,2025-02,ÓLEO COMBUSTÍVEL,75829.035,737593.0,0.102806,observed_positive_yield
RPBC,2025-02,ÓLEO DIESEL,351033.588,737593.0,0.475918,observed_positive_yield
RPBC,2025-03,COQUE,59867.797,874259.0,0.068478,observed_positive_yield
RPBC,2025-03,GASOLINA A,221524.282,874259.0,0.253385,observed_positive_yield
RPBC,2025-03,GASOLINA DE AVIAÇÃO,4699.004,874259.0,0.005375,observed_positive_yield
RPBC,2025-03,GLP,38160.663,874259.0,0.043649,observed_positive_yield
RPBC,2025-03,OUTROS NÃO ENERGÉTICOS,10903.649,874259.0,0.012472,observed_positive_yield
RPBC,2025-03,SOLVENTE,12847.786,874259.0,0.014696,observed_positive_yield
RPBC,2025-03,ÓLEO COMBUSTÍVEL,96261.91,874259.0,0.110107,observed_positive_yield
RPBC,2025-03,ÓLEO DIESEL,424175.518,874259.0,0.485183,observed_positive_yield
RPBC,2025-04,COQUE,57163.842,808588.0,0.070696,observed_positive_yield
RPBC,2025-04,GASOLINA A,221983.312,808588.0,0.274532,observed_positive_yield
RPBC,2025-04,GLP,39607.754,808588.0,0.048984,observed_positive_yield
RPBC,2025-04,OUTROS NÃO ENERGÉTICOS,13484.323,808588.0,0.016676,observed_positive_yield
RPBC,2025-04,SOLVENTE,11179.826,808588.0,0.013826,observed_positive_yield
RPBC,2025-04,ÓLEO COMBUSTÍVEL,92761.874,808588.0,0.114721,observed_positive_yield
RPBC,2025-04,ÓLEO DIESEL,425884.423,808588.0,0.526701,observed_positive_yield
RPBC,2025-05,COQUE,56864.407,789172.0,0.072056,observed_positive_yield
RPBC,2025-05,GASOLINA A,258581.351,789172.0,0.327662,observed_positive_yield
RPBC,2025-05,GASOLINA DE AVIAÇÃO,7067.687,789172.0,0.008956,observed_positive_yield
RPBC,2025-05,GLP,33559.121,789172.0,0.042524,observed_positive_yield
RPBC,2025-05,OUTROS NÃO ENERGÉTICOS,17472.749,789172.0,0.022141,observed_positive_yield
RPBC,2025-05,SOLVENTE,13467.556,789172.0,0.017065,observed_positive_yield
RPBC,2025-05,ÓLEO COMBUSTÍVEL,64647.277,789172.0,0.081918,observed_positive_yield
RPBC,2025-05,ÓLEO DIESEL,390435.638,789172.0,0.494741,observed_positive_yield
RPBC,2025-06,COQUE,48625.989,757113.0,0.064226,observed_positive_yield
RPBC,2025-06,GASOLINA A,167702.975,757113.0,0.221503,observed_positive_yield
RPBC,2025-06,GLP,38741.299,757113.0,0.05117,observed_positive_yield
RPBC,2025-06,NAFTA,25145.662,757113.0,0.033213,observed_positive_yield
RPBC,2025-06,OUTROS NÃO ENERGÉTICOS,13539.901,757113.0,0.017884,observed_positive_yield
RPBC,2025-06,SOLVENTE,16043.664,757113.0,0.021191,observed_positive_yield
RPBC,2025-06,ÓLEO COMBUSTÍVEL,68562.364,757113.0,0.090558,observed_positive_yield
RPBC,2025-06,ÓLEO DIESEL,395848.894,757113.0,0.52284,observed_positive_yield
RPBC,2025-07,COQUE,35708.475,646636.0,0.055222,observed_positive_yield
RPBC,2025-07,GASOLINA A,195211.765,646636.0,0.301888,observed_positive_yield
RPBC,2025-07,GLP,36377.701,646636.0,0.056257,observed_positive_yield
RPBC,2025-07,NAFTA,16669.126,646636.0,0.025778,observed_positive_yield
RPBC,2025-07,OUTROS NÃO ENERGÉTICOS,16533.396,646636.0,0.025568,observed_positive_yield
RPBC,2025-07,SOLVENTE,8769.598,646636.0,0.013562,observed_positive_yield
RPBC,2025-07,ÓLEO COMBUSTÍVEL,53135.009,646636.0,0.082171,observed_positive_yield
RPBC,2025-07,ÓLEO DIESEL,336688.775,646636.0,0.520677,observed_positive_yield
RPBC,2025-08,COQUE,44637.288,815820.0,0.054715,observed_positive_yield
RPBC,2025-08,GASOLINA A,217349.655,815820.0,0.266419,observed_positive_yield
RPBC,2025-08,GASOLINA DE AVIAÇÃO,8296.91,815820.0,0.01017,observed_positive_yield
RPBC,2025-08,GLP,34603.109,815820.0,0.042415,observed_positive_yield
RPBC,2025-08,OUTROS NÃO ENERGÉTICOS,6302.886,815820.0,0.007726,observed_positive_yield
RPBC,2025-08,SOLVENTE,13416.534,815820.0,0.016445,observed_positive_yield
RPBC,2025-08,ÓLEO COMBUSTÍVEL,80044.599,815820.0,0.098116,observed_positive_yield
RPBC,2025-08,ÓLEO DIESEL,409510.201,815820.0,0.501961,observed_positive_yield
RPBC,2025-09,COQUE,53386.441,847856.0,0.062966,observed_positive_yield
RPBC,2025-09,GASOLINA A,261252.929,847856.0,0.308134,observed_positive_yield
RPBC,2025-09,GLP,55603.207,847856.0,0.065581,observed_positive_yield
RPBC,2025-09,OUTROS NÃO ENERGÉTICOS,16099.569,847856.0,0.018989,observed_positive_yield
RPBC,2025-09,SOLVENTE,16086.74,847856.0,0.018973,observed_positive_yield
RPBC,2025-09,ÓLEO COMBUSTÍVEL,75737.263,847856.0,0.089328,observed_positive_yield
RPBC,2025-09,ÓLEO DIESEL,448424.743,847856.0,0.528893,observed_positive_yield
RPBC,2025-10,COQUE,50697.175,870158.0,0.058262,observed_positive_yield
RPBC,2025-10,GASOLINA A,257427.957,870158.0,0.29584,observed_positive_yield
RPBC,2025-10,GASOLINA DE AVIAÇÃO,8184.051,870158.0,0.009405,observed_positive_yield
RPBC,2025-10,GLP,55621.96,870158.0,0.063922,observed_positive_yield
RPBC,2025-10,OUTROS NÃO ENERGÉTICOS,14940.869,870158.0,0.01717,observed_positive_yield
RPBC,2025-10,SOLVENTE,12118.794,870158.0,0.013927,observed_positive_yield
RPBC,2025-10,ÓLEO COMBUSTÍVEL,87297.491,870158.0,0.100324,observed_positive_yield
RPBC,2025-10,ÓLEO DIESEL,459352.594,870158.0,0.527896,observed_positive_yield
RPBC,2025-11,COQUE,50362.712,842376.0,0.059786,observed_positive_yield
RPBC,2025-11,GASOLINA A,234398.452,842376.0,0.278259,observed_positive_yield
RPBC,2025-11,GLP,50668.899,842376.0,0.06015,observed_positive_yield
RPBC,2025-11,OUTROS NÃO ENERGÉTICOS,16612.503,842376.0,0.019721,observed_positive_yield
RPBC,2025-11,SOLVENTE,10848.169,842376.0,0.012878,observed_positive_yield
RPBC,2025-11,ÓLEO COMBUSTÍVEL,78822.275,842376.0,0.093571,observed_positive_yield
RPBC,2025-11,ÓLEO DIESEL,447599.026,842376.0,0.531353,observed_positive_yield
RPBC,2025-12,COQUE,49128.814,861711.0,0.057013,observed_positive_yield
RPBC,2025-12,GASOLINA A,242923.203,861711.0,0.281908,observed_positive_yield
RPBC,2025-12,GASOLINA DE AVIAÇÃO,306.931,861711.0,0.000356,observed_positive_yield
RPBC,2025-12,GLP,37821.455,861711.0,0.043891,observed_positive_yield
RPBC,2025-12,OUTROS NÃO ENERGÉTICOS,9081.249,861711.0,0.010539,observed_positive_yield
RPBC,2025-12,SOLVENTE,13156.473,861711.0,0.015268,observed_positive_yield
RPBC,2025-12,ÓLEO COMBUSTÍVEL,98058.697,861711.0,0.113795,observed_positive_yield
RPBC,2025-12,ÓLEO DIESEL,432955.802,861711.0,0.502437,observed_positive_yield
